genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.102468491,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.115199425,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.107822122,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.101734557,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.438854953,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.132638997,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.402283707,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.517221909,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.127409502,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.136473187,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.123427955,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00626,M00374,Low,2790727,0.120092065,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.066960389,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.065926252,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.064970799,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.062286152,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.065376867,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.059721428,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.06081569,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.063395749,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.043950835,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.054938543,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.051275974,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.050435384,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.059086221,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.062391744,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.05811277,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00765,M00026,Low,2790727,0.073837402,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.104867165,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.104184139,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.094338613,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.092681291,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.082465753,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.104718417,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.093905102,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.102739726,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.057267884,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.098173516,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.053549191,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.043311845,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.078232021,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.085505966,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.067494292,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00817,M00026,Low,2790727,0.054540842,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.071339156,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.066953806,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.073121751,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.072274781,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.071526465,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.069687975,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.058056791,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.071869559,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.063931585,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.065758202,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.071238052,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.064228942,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.057950003,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.067851009,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.060130248,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00821,M00016,Low,2790727,0.070713893,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.071339156,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.066953806,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.073121751,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.072274781,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.071526465,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.069687975,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.058056791,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.071869559,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.063931585,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.065758202,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.071238052,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.064228942,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.057950003,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.067851009,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.060130248,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00821,M00028,Low,2790727,0.070713893,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.064091964,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.064326236,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.063207519,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.06488037,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.064253507,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.064091964,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.064612131,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.063063896,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.042960193,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.062982365,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.029259375,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.055399414,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.049749706,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.056377318,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.060234713,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00927,M00001,Low,2790727,0.059133443,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.064091964,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.064326236,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.063207519,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.06488037,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.064253507,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.064091964,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.064612131,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.063063896,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.042960193,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.062982365,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.029259375,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.055399414,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.049749706,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.056377318,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.060234713,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00927,M00165,Low,2790727,0.059133443,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.054463871,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.052575525,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.051802103,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.056715331,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.055406515,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.053752589,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.05296211,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.052194543,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.037473005,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.051245552,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.045502935,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.054679998,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00928,M00016,Low,2790727,0.047113659,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.054463871,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.052575525,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.051802103,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.056715331,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.055406515,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.053752589,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.05296211,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.052194543,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.037473005,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.051245552,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.045502935,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.054679998,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00928,M00525,Low,2790727,0.047113659,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.054463871,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.052575525,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.051802103,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.056715331,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.055406515,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
